"HR  [1/9110]+ ""Bright Star"" 
","HD        [1/225300] Henry Draper"" catalog",RA degre,Dec (degre),"Vmag
Mag",couleur,,,,,,,,,,,,,,,,
5192,120323,"256,25","-34,4505555555556",4.19,Red,,,,,,,,,,,"203,75",,,,,
5193,120324,"256,25","-42,4738888888889",3.04,Light blue,,,,,,,,,,,"206,25",,,,,
5196,120452,"256,25","-18,1341666666667",4.97,Red,,,,,,,,,,,"206,25",,,,,
5200,120477,"256,25","15,7977777777778",4.07,Red,,,,,,,,,,,210,,,,,
5201,120539,"256,25","21,2641666666667",4.91,Red,,,,,,,,,,,210,,,,,
5210,120709,"258,75","-32,9944444444444",4.56,Light blue,,,,,,,,,,,"208,75",,,,,
5219,120933,"258,75","34,4441666666667",4.75,Red,,,,,,,,,,,"212,5",,,,,
5221,120955,"261,25","-31,9275",4.74,Light blue,,,,,,,,,,,"213,75",,,,,
5226,121130,"258,75","64,7230555555556",4.66,Red,,,,,,,,,,,"211,25",,,,,
5231,121263,"263,75","-47,2883333333333",2.55,Light blue,,,,,,,,,,,"216,25",,,,,
5235,121370,"262,5","18,3977777777778",2.68,yellow,,,,,,,,,,,"216,25",,,,,
5241,121474,"266,25","-63,6866666666667",4.71,Red,,,,,,,,,,,"216,25",,,,,
5248,121743,"267,5","-42,1008333333333",3.83,Light blue,,,,,,,,,,,"217,5",,,,,
5249,121790,"267,5","-44,8036111111111",3.87,Light blue,,,,,,,,,,,"217,5",,,,,
5260,122223,"211,25","-45,6033333333333",4.33,yellow,,,,,,,,,,,220,,,,,
5264,122408,"211,25","1,54444444444444",4.26,yellow,,,,,,,,,,,"222,5",,,,,
5267,122451,"213,75","-60,3727777777778",0.61,yellow,,,,,,,,,,,225,,,,,
5285,122980,"217,5","-41,1794444444444",4.36,Light blue,,,,,,,,,,,"223,75",,,,,
5287,123123,"217,5","-26,6822222222222",3.28,Red,,,,,,,,,,,"223,75",,,,,
5288,123139,"217,5","-36,37",2.05,Red,,,,,,,,,,,"226,25",,,,,
5291,123299,215,"64,3758333333333",3.65,Light blue,,,,,,,,,,,"226,25",,,,,
5297,123569,"221,25","-53,4388888888889",4.75,Red,,,,,,,,,,,"228,75",,,,,
5301,123934,"222,5","-16,3019444444444",4.91,Red,,,,,,,,,,,230,,,,,
5303,123998,"232,5","-81,0075",4.91,Red,,,,,,,,,,,"231,25",,,,,
5304,123999,"222,5","25,0916666666667",4.83,yellow,,,,,,,,,,,"233,75",,,,,
5315,124294,225,"-10,2736111111111",4.21,Red,,,,,,,,,,,"233,75",,,,,
5321,124547,220,"77,5475",4.82,Red,,,,,,,,,,,"237,5",,,,,
5329,124675,"226,25","51,79",4.54,yellow,,,,,,,,,,,"237,5",,,,,
5338,124850,230,"-6,00055555555556",4.09,yellow,,,,,,,,,,,"237,5",,,,,
5339,124882,"242,5","-83,6677777777778",4.32,Red,,,,,,,,,,,"237,5",,,,,
5340,124897,"228,75","19,1825",-0.05,Red,,,,,,,,,,,"241,25",,,,,
5350,125161,230,"51,3672222222222",4.75,yellow,,,,,,,,,,,"243,75",,,,,
5351,125162,230,"46,0883333333333",4.18,yellow,,,,,,,,,,,245,,,,,
5354,125238,"233,75","-46,0577777777778",3.55,Light blue,,,,,,,,,,,"251,25",,,,,
5358,125288,235,"-56,3866666666667",4.35,Light blue,,,,,,,,,,,"252,5",,,,,
5359,125337,"233,75","-13,3711111111111",4.52,yellow,,,,,,,,,,,"253,75",,,,,
5361,125351,"231,25","35,5094444444444",4.81,Red,,,,,,,,,,,"256,25",,,,,
5364,125442,235,"-45,1872222222222",4.77,Red,,,,,,,,,,,"253,75",,,,,
5367,125473,235,"-37,8852777777778",4.05,Light blue,,,,,,,,,,,"256,25",,,,,
5370,125560,"233,75","16,3069444444444",4.86,Red,,,,,,,,,,,"256,25",,,,,
5371,125628,"237,5","-58,4594444444445",4.92,Red,,,,,,,,,,,"256,25",,,,,
5378,125823,"238,75","-39,5122222222222",4.42,Light blue,,,,,,,,,,,"256,25",,,,,
5381,125932,"238,75","-27,7538888888889",4.75,Red,,,,,,,,,,,"256,25",,,,,
5395,126341,"242,5","-45,2213888888889",4.56,Light blue,,,,,,,,,,,"258,75",,,,,
5396,126354,"242,5","-45,3794444444444",4.35,yellow,,,,,,,,,,,"258,75",,,,,
5404,126660,"241,25","51,8508333333333",4.06,yellow,,,,,,,,,,,"261,25",,,,,
5407,126769,245,"-29,4916666666667",4.97,Red,,,,,,,,,,,"258,75",,,,,
5409,126868,245,"-2,22805555555556",4.82,yellow,,,,,,,,,,,"263,75",,,,,
5425,127381,250,"-50,4569444444445",4.42,yellow,,,,,,,,,,,"262,5",,,,,
5429,127665,"248,75","30,3713888888889",3.59,Red,,,,,,,,,,,"266,25",,,,,
5430,127700,"243,75","75,6958333333333",4.25,Red,,,,,,,,,,,"267,5",,,,,
5435,127762,250,"38,3080555555556",3.02,yellow,,,,,,,,,,,"267,5",,,,,
5440,127972,"253,75","-42,1577777777778",2.31,Light blue,,,,,,,,,,,"211,25",,,,,
5447,128167,"252,5","29,745",4.47,yellow,,,,,,,,,,,"211,25",,,,,
5453,128345,"256,25","-49,4255555555556",4.05,Light blue,,,,,,,,,,,"213,75",,,,,
5459,128620,"258,75","-60,8352777777778",-0.01,Red,,,,,,,,,,,"217,5",,,,,
5460,128621,"258,75","-60,8352777777778",1.33,Red,,,,,,,,,,,"217,5",,,,,
5463,128898,"262,5","-64,9752777777778",3.19,yellow,,,,,,,,,,,"217,5",,,,,
5469,129056,"261,25","-47,3880555555556",2.3,Light blue,,,,,,,,,,,215,,,,,
5470,129078,"268,75","-79,0447222222222",3.83,Red,,,,,,,,,,,"221,25",,,,,
5471,129116,"261,25","-37,7936111111111",4,Light blue,,,,,,,,,,,"222,5",,,,,
5475,129174,260,"16,4183333333333",4.94,Light blue,,,,,,,,,,,"232,5",,,,,
5477,129246,"261,25","13,7283333333333",4.83,Red,,,,,,,,,,,"222,5",,,,,
5478,129247,"261,25","13,7283333333333",4.43,yellow,,,,,,,,,,,225,,,,,
5480,129312,"261,25","8,16166666666667",4.86,Red,,,,,,,,,,,220,,,,,
5485,129456,"263,75","-35,1738888888889",4.05,Red,,,,,,,,,,,"226,25",,,,,
5487,129502,"263,75","-5,65833333333333",3.88,yellow,,,,,,,,,,,230,,,,,
5489,129685,265,"-35,1919444444444",4.92,yellow,,,,,,,,,,,"242,5",,,,,
5490,129712,"263,75","26,5277777777778",4.79,Red,,,,,,,,,,,"228,75",,,,,
5497,129926,"267,5","-25,4430555555556",4.94,Red,,,,,,,,,,,230,,,,,
5502,129972,"266,25","16,9644444444444",4.6,Red,,,,,,,,,,,230,,,,,
5506,129989,265,"27,0741666666667",2.7,Red,,,,,,,,,,,"233,75",,,,,
5511,130109,"267,5","1,89277777777778",3.73,yellow,,,,,,,,,,,235,,,,,
5526,130694,"272,5","-27,9602777777778",4.41,Red,,,,,,,,,,,"233,75",,,,,
5528,130807,"273,75","-43,5752777777778",4.33,Light blue,,,,,,,,,,,"231,25",,,,,
5531,130841,"272,5","-16,0419444444444",2.75,yellow,,,,,,,,,,,235,,,,,
5535,130952,"273,75","-2,29916666666667",4.94,Red,,,,,,,,,,,235,,,,,
5544,131156,"273,75","19,1011111111111",4.54,Red,,,,,,,,,,,"233,75",,,,,
5563,131873,"272,5","74,1555555555556",2.08,Red,,,,,,,,,,,"237,5",,,,,
5570,132052,"281,25","-4,34638888888889",4.49,yellow,,,,,,,,,,,"238,75",,,,,
5571,132058,"282,5","-43,1338888888889",2.68,Light blue,,,,,,,,,,,"238,75",,,,,
5576,132200,"283,75","-42,1041666666667",3.13,Light blue,,,,,,,,,,,"242,5",,,,,
5586,132742,225,"-8,51888888888889",4.93,Light blue,,,,,,,,,,,"242,5",,,,,
5589,132813,"281,25","65,9322222222222",4.54,Red,,,,,,,,,,,"241,25",,,,,
5600,133124,"227,5","25,0080555555556",4.82,Red,,,,,,,,,,,245,,,,,
5601,133165,"227,5","2,09111111111111",4.4,Red,,,,,,,,,,,245,,,,,
5602,133208,"226,25","40,3905555555556",3.52,Red,,,,,,,,,,,250,,,,,
5603,133216,230,"-25,2819444444444",3.21,Red,,,,,,,,,,,"248,75",,,,,
5605,133242,"231,25","-47,0511111111111",4.72,Light blue,,,,,,,,,,,"243,75",,,,,
5606,133243,"231,25","-47,0511111111111",4.82,Red,,,,,,,,,,,250,,,,,
5616,133582,230,"26,9475",4.55,Red,,,,,,,,,,,"253,75",,,,,
5618,133640,"228,75","47,6544444444444",4.76,Red,,,,,,,,,,,"252,5",,,,,
5626,133955,235,"-45,2797222222222",4.05,Light blue,,,,,,,,,,,"256,25",,,,,
5634,134083,"233,75","24,8691666666667",4.93,yellow,,,,,,,,,,,"258,75",,,,,
5646,134481,"238,75","-48,7377777777778",3.87,Light blue,,,,,,,,,,,"258,75",,,,,
5649,134505,240,"-52,0991666666667",3.41,Red,,,,,,,,,,,"262,5",,,,,
5651,134687,240,"-44,5005555555556",4.82,Light blue,,,,,,,,,,,"261,25",,,,,
5652,134759,240,"-19,7916666666667",4.54,Light blue,,,,,,,,,,,"268,75",,,,,
5660,135153,"242,5","-31,5191666666667",4.91,yellow,,,,,,,,,,,"261,25",,,,,
5666,135291,"246,25","-63,6105555555556",4.86,Red,,,,,,,,,,,260,,,,,
5670,135379,"246,25","-58,8011111111111",4.07,Red,,,,,,,,,,,"261,25",,,,,
5671,135382,"247,5","-68,6794444444444",2.89,Red,,,,,,,,,,,"261,25",,,,,
5681,135722,"243,75","33,3147222222222",3.49,Red,,,,,,,,,,,"261,25",,,,,
5683,135734,"247,5","-47,875",4.27,Light blue,,,,,,,,,,,"263,75",,,,,
5685,135742,"246,25","-9,38305555555556",2.62,Light blue,,,,,,,,,,,"263,75",,,,,
5686,135758,"246,25","-30,1486111111111",4.33,Red,,,,,,,,,,,265,,,,,
5695,136298,"251,25","-40,6477777777778",3.22,Light blue,,,,,,,,,,,"263,75",,,,,
5698,136351,"252,5","-47,9277777777778",5,Red,,,,,,,,,,,"267,5",,,,,
5704,136415,"253,75","-59,3208333333333",4.51,Red,,,,,,,,,,,"266,25",,,,,
5705,136422,"251,25","-36,2613888888889",3.56,Red,,,,,,,,,,,265,,,,,
5708,136504,"252,5","-44,6894444444444",3.37,Light blue,,,,,,,,,,,"267,5",,,,,
5712,136664,"253,75","-36,8583333333333",4.54,Light blue,,,,,,,,,,,"272,5",,,,,
5723,137052,255,"-10,3222222222222",4.94,Red,,,,,,,,,,,"273,75",,,,,
5724,137058,"256,25","-38,7336111111111",4.6,Red,,,,,,,,,,,"272,5",,,,,
5733,137391,255,"37,3772222222222",4.32,yellow,,,,,,,,,,,"273,75",,,,,
5735,137422,250,"71,8338888888889",3.05,yellow,,,,,,,,,,,"273,75",,,,,
5744,137759,255,"58,9658333333333",3.29,Red,,,,,,,,,,,"272,5",,,,,
5747,137909,"258,75","29,1055555555556",3.68,yellow,,,,,,,,,,,"281,25",,,,,
5771,138538,270,"-66,3172222222222",4.11,Red,,,,,,,,,,,"282,5",,,,,
5776,138690,"268,75","-41,1666666666667",2.78,Light blue,,,,,,,,,,,"283,75",,,,,
5777,138716,"267,5","-10,0647222222222",4.62,Red,,,,,,,,,,,225,,,,,
5778,138749,265,"31,3588888888889",4.13,Light blue,,,,,,,,,,,"281,25",,,,,
5781,138769,"268,75","-44,9586111111111",4.54,Light blue,,,,,,,,,,,"227,5",,,,,
5787,138905,"268,75","-14,7894444444444",3.91,Red,,,,,,,,,,,"227,5",,,,,
5788,138917,"267,5","10,5375",3.8,Red,,,,,,,,,,,"226,25",,,,,
5789,138918,"267,5","10,5391666666667",3.8,yellow,,,,,,,,,,,230,,,,,
5793,139006,"267,5","26,7147222222222",2.24,Light blue,,,,,,,,,,,"231,25",,,,,
5794,139063,"271,25","-28,135",3.57,Red,,,,,,,,,,,"231,25",,,,,
5797,139127,"272,5","-42,5672222222222",4.33,Red,,,,,,,,,,,230,,,,,
5812,139365,"272,5","-29,7777777777778",3.65,Light blue,,,,,,,,,,,"228,75",,,,,
5820,139521,"273,75","-34,4116666666667",4.67,Red,,,,,,,,,,,235,,,,,
5824,139663,275,"-23,8180555555556",4.96,Red,,,,,,,,,,,"233,75",,,,,
5825,139664,"276,25","-44,6611111111111",4.64,yellow,,,,,,,,,,,"238,75",,,,,
5826,139669,"263,75","77,3491666666667",4.96,Red,,,,,,,,,,,240,,,,,
5838,139997,"276,25","-19,6788888888889",4.72,Red,,,,,,,,,,,240,,,,,
5839,140008,"277,5","-34,7105555555556",4.75,Light blue,,,,,,,,,,,240,,,,,
5842,140159,"276,25","19,6702777777778",4.53,yellow,,,,,,,,,,,"242,5",,,,,
5849,140436,"277,5","26,2955555555556",3.85,Light blue,,,,,,,,,,,"246,25",,,,,
5854,140573,280,"6,42555555555556",2.65,Red,,,,,,,,,,,"246,25",,,,,
5867,141003,"282,5","15,4216666666667",3.67,yellow,,,,,,,,,,,"247,5",,,,,
5868,141004,"282,5","7,35305555555556",4.43,yellow,,,,,,,,,,,"243,75",,,,,
5879,141477,285,"18,1413888888889",4.09,Red,,,,,,,,,,,"247,5",,,,,
5881,141513,"286,25","-3,43027777777778",3.53,Light blue,,,,,,,,,,,"246,25",,,,,
5883,141556,"287,5","-33,6272222222222",3.95,Light blue,,,,,,,,,,,"246,25",,,,,
5885,141637,"287,5","-25,7513888888889",4.68,Light blue,,,,,,,,,,,"251,25",,,,,
5889,141714,"286,25","26,0683333333333",4.63,Red,,,,,,,,,,,"252,5",,,,,
5892,141795,"287,5","4,47777777777778",3.7,yellow,,,,,,,,,,,"253,75",,,,,
5897,141891,"293,75","-63,4305555555556",2.85,yellow,,,,,,,,,,,"251,25",,,,,
5899,141992,"288,75","20,9777777777778",4.78,Red,,,,,,,,,,,"252,5",,,,,
5901,142091,"288,75","35,6572222222222",4.82,Red,,,,,,,,,,,"253,75",,,,,
5903,142105,280,"77,7944444444444",4.32,yellow,,,,,,,,,,,255,,,,,
5904,142114,"291,25","-25,3272222222222",4.59,Light blue,,,,,,,,,,,"256,25",,,,,
5908,142198,"291,25","-16,7294444444444",4.16,Red,,,,,,,,,,,255,,,,,
5914,142373,290,"42,4516666666667",4.62,yellow,,,,,,,,,,,250,,,,,
5928,142669,295,"-29,2138888888889",3.86,Light blue,,,,,,,,,,,255,,,,,
5933,142860,295,"15,6616666666667",3.86,yellow,,,,,,,,,,,"258,75",,,,,
5941,142983,"297,5","-14,2794444444444",4.87,Light blue,,,,,,,,,,,270,,,,,
5943,143009,"298,75","-41,7441666666667",4.99,Red,,,,,,,,,,,"268,75",,,,,
5944,143018,"297,5","-26,1141666666667",2.91,Light blue,,,,,,,,,,,"267,5",,,,,
5947,143107,"296,25","26,8777777777778",4.16,Red,,,,,,,,,,,265,,,,,
5948,143118,240,"-38,3969444444444",3.41,Light blue,,,,,,,,,,,"268,75",,,,,
5953,143275,240,"-22,6216666666667",2.32,Light blue,,,,,,,,,,,"268,75",,,,,
5958,143454,"298,75","25,9202777777778",2,Red,,,,,,,,,,,"267,5",,,,,
5960,143466,"296,25","54,7497222222222",4.95,yellow,,,,,,,,,,,"267,5",,,,,
5961,143474,"243,75","-57,7752777777778",4.63,Red,,,,,,,,,,,"267,5",,,,,
5962,143546,"243,75","-49,2297222222222",4.65,Red,,,,,,,,,,,"271,25",,,,,
5967,143699,"243,75","-38,6025",4.89,Light blue,,,,,,,,,,,"272,5",,,,,
5969,143787,"243,75","-25,8652777777778",5,Red,,,,,,,,,,,"272,5",,,,,
5971,143807,"241,25","29,8511111111111",4.98,Light blue,,,,,,,,,,,"273,75",,,,,
5972,143894,"242,5","22,8044444444444",4.83,yellow,,,,,,,,,,,275,,,,,
5978,144070,245,"-11,3730555555556",4.77,yellow,,,,,,,,,,,"276,25",,,,,
5980,144197,"247,5","-45,1730555555556",4.73,yellow,,,,,,,,,,,"263,75",,,,,
5982,144206,"242,5","46,0366666666667",4.76,Light blue,,,,,,,,,,,"276,25",,,,,
5984,144217,"246,25","-19,8052777777778",2.58,Light blue,,,,,,,,,,,"277,5",,,,,
5985,144218,"246,25","-19,8019444444444",4.92,Red,,,,,,,,,,,"276,25",,,,,
5986,144284,"241,25","58,5652777777778",4.03,yellow,,,,,,,,,,,"277,5",,,,,
5987,144294,"247,5","-36,8022222222222",4.23,Light blue,,,,,,,,,,,280,,,,,
5993,144470,"247,5","-20,6691666666667",3.97,Light blue,,,,,,,,,,,"282,5",,,,,
5997,144608,"248,75","-20,8686111111111",4.33,Red,,,,,,,,,,,"282,5",,,,,
6008,145001,250,"17,0469444444444",5,Red,,,,,,,,,,,285,,,,,
6018,145328,250,"36,4908333333333",4.76,Red,,,,,,,,,,,"286,25",,,,,
6020,145366,265,"-78,6958333333333",4.68,Red,,,,,,,,,,,"287,5",,,,,
6023,145389,250,"44,935",4.27,Light blue,,,,,,,,,,,"287,5",,,,,
6024,145397,"256,25","-54,6305555555556",4.94,Red,,,,,,,,,,,"286,25",,,,,
6027,145502,"253,75","-19,4605555555556",4.01,Light blue,,,,,,,,,,,"287,5",,,,,
6028,145482,255,"-27,9263888888889",4.59,Light blue,,,,,,,,,,,"293,75",,,,,
6030,145544,"258,75","-63,6855555555556",3.85,Red,,,,,,,,,,,"288,75",,,,,
6031,145570,"253,75","-10,0641666666667",4.93,yellow,,,,,,,,,,,"288,75",,,,,
6056,146051,"257,5","-3,69444444444444",2.75,Red,,,,,,,,,,,280,,,,,
6058,146143,"261,25","-50,0680555555556",4.98,Red,,,,,,,,,,,"291,25",,,,,
6070,146624,"262,5","-28,6141666666667",4.77,yellow,,,,,,,,,,,"291,25",,,,,
6072,146686,"263,75","-50,1555555555556",4.02,Red,,,,,,,,,,,290,,,,,
6075,146791,"262,5","-4,6925",3.23,Red,,,,,,,,,,,295,,,,,
6081,147084,265,"-24,1694444444444",4.57,Red,,,,,,,,,,,295,,,,,
6084,147165,"266,25","-25,5927777777778",2.88,Light blue,,,,,,,,,,,"297,5",,,,,
6092,147394,"263,75","46,3133333333333",3.91,Light blue,,,,,,,,,,,"298,75",,,,,
6093,147449,"267,5","1,02916666666667",4.82,yellow,,,,,,,,,,,"297,5",,,,,
6095,147547,"266,25","19,1530555555556",3.76,yellow,,,,,,,,,,,"296,25",,,,,
6098,147584,275,"-70,0844444444445",4.91,yellow,,,,,,,,,,,240,,,,,
6102,147675,"281,25","-78,8969444444445",3.89,Red,,,,,,,,,,,240,,,,,
6103,147677,"267,5","30,8922222222222",4.85,Red,,,,,,,,,,,"298,75",,,,,
6104,147700,270,"-20,0375",4.5,Red,,,,,,,,,,,"296,25",,,,,
6115,147971,"273,75","-47,555",4.47,Light blue,,,,,,,,,,,"243,75",,,,,
6116,148048,"261,25","75,7552777777778",4.95,Red,,,,,,,,,,,"243,75",,,,,
6117,148112,"271,25","14,0333333333333",4.58,Light blue,,,,,,,,,,,"243,75",,,,,
6118,148184,"273,75","-18,4563888888889",4.43,yellow,,,,,,,,,,,"243,75",,,,,
6129,148367,"273,75","-8,37166666666667",4.63,yellow,,,,,,,,,,,"241,25",,,,,
6132,148387,"268,75","61,5141666666667",2.74,Red,,,,,,,,,,,"242,5",,,,,
6134,148478,"276,25","-26,4319444444444",0.91,Red,,,,,,,,,,,245,,,,,
6141,148605,"277,5","-25,115",4.79,Light blue,,,,,,,,,,,"247,5",,,,,
6143,148703,"278,75","-34,7044444444444",4.23,Light blue,,,,,,,,,,,"242,5",,,,,
6147,148786,"278,75","-16,6127777777778",4.27,Red,,,,,,,,,,,"246,25",,,,,
6148,148856,"277,5","21,4894444444444",2.77,Red,,,,,,,,,,,"246,25",,,,,
6149,148857,"277,5","1,98388888888889",3.83,yellow,,,,,,,,,,,"241,25",,,,,
6153,148898,280,"-21,4663888888889",4.45,yellow,,,,,,,,,,,"247,5",,,,,
6155,149038,"282,5","-44,0452777777778",4.91,Light blue,,,,,,,,,,,"247,5",,,,,
6159,149161,280,"11,4880555555556",4.85,Red,,,,,,,,,,,"248,75",,,,,
6161,149212,"273,75","68,7680555555555",5.01,Light blue,,,,,,,,,,,250,,,,,
6163,149324,"293,75","-77,5175",4.24,Red,,,,,,,,,,,250,,,,,
6165,149438,"283,75","-28,2161111111111",2.81,Light blue,,,,,,,,,,,265,,,,,
6166,149447,285,"-35,2555555555555",4.16,Red,,,,,,,,,,,250,,,,,
6168,149630,"282,5","42,4369444444444",4.2,Light blue,,,,,,,,,,,"256,25",,,,,
6175,149757,"286,25","-10,5672222222222",2.56,Light blue,,,,,,,,,,,"253,75",,,,,
6196,150416,"291,25","-17,7422222222222",4.96,Red,,,,,,,,,,,255,,,,,
6200,150450,"287,5","48,9283333333333",4.9,Red,,,,,,,,,,,"258,75",,,,,
6212,150680,"291,25","31,6027777777778",2.81,yellow,,,,,,,,,,,"253,75",,,,,
6217,150798,300,"-69,0277777777778",1.92,Red,,,,,,,,,,,"257,5",,,,,
6220,150997,"292,5","38,9222222222222",3.5,Red,,,,,,,,,,,"261,25",,,,,
6223,151101,290,"64,5888888888889",4.83,Red,,,,,,,,,,,"262,5",,,,,
6229,151249,"301,25","-59,0413888888889",3.76,Red,,,,,,,,,,,"263,75",,,,,
6237,151613,"296,25","56,7819444444444",4.84,yellow,,,,,,,,,,,"262,5",,,,,
6241,151680,"302,5","-34,2933333333333",2.29,Red,,,,,,,,,,,265,,,,,
6243,151769,"301,25","-10,7830555555556",4.66,yellow,,,,,,,,,,,"266,25",,,,,
6247,151890,"303,75","-38,0475",3.04,Light blue,,,,,,,,,,,"263,75",,,,,
6252,151985,305,"-38,0175",3.57,Light blue,,,,,,,,,,,"267,5",,,,,
6254,152107,"301,25","45,9833333333333",4.82,yellow,,,,,,,,,,,"266,25",,,,,
6262,152236,"306,25","-42,3619444444445",4.73,yellow,,,,,,,,,,,275,,,,,
6271,152334,"307,5","-42,3613888888889",3.59,Red,,,,,,,,,,,"281,25",,,,,
6281,152614,"307,5","10,1652777777778",4.38,Light blue,,,,,,,,,,,"267,5",,,,,
6285,152786,"312,5","-55,99",3.13,Red,,,,,,,,,,,270,,,,,
6295,152980,"313,75","-53,1605555555556",4.06,Red,,,,,,,,,,,"273,75",,,,,
6299,153210,"311,25","9,375",3.2,Red,,,,,,,,,,,"261,25",,,,,
6315,153597,310,"65,1347222222222",4.9,yellow,,,,,,,,,,,"271,25",,,,,
6318,153687,"256,25","-4,2225",4.82,Red,,,,,,,,,,,"273,75",,,,,
6322,153751,"296,25","82,0372222222222",4.23,Red,,,,,,,,,,,"273,75",,,,,
6324,153808,255,"30,9263888888889",3.92,Light blue,,,,,,,,,,,"268,75",,,,,
6334,154090,260,"-34,1230555555556",4.87,yellow,,,,,,,,,,,"276,25",,,,,
6337,154143,"258,75","14,0919444444444",4.98,Red,,,,,,,,,,,"277,5",,,,,
6355,154494,"261,25","12,7408333333333",4.91,yellow,,,,,,,,,,,"278,75",,,,,
6378,155125,"267,5","-15,7247222222222",2.42,yellow,,,,,,,,,,,"278,75",,,,,
6380,155203,270,"-43,2391666666667",3.34,yellow,,,,,,,,,,,"277,5",,,,,
6396,155763,265,"65,7147222222222",3.17,Light blue,,,,,,,,,,,"277,5",,,,,
6406,156014,"272,5","14,3902777777778",3.48,Red,,,,,,,,,,,280,,,,,
6410,156164,"273,75","24,8391666666667",3.13,yellow,,,,,,,,,,,"282,5",,,,,
6415,156266,275,"-0,445277777777778",4.72,Red,,,,,,,,,,,280,,,,,
6417,156277,"281,25","-67,7702777777778",4.78,Red,,,,,,,,,,,"273,75",,,,,
6418,156283,"273,75","36,8091666666667",3.18,Red,,,,,,,,,,,"293,75",,,,,
6431,156633,"276,25","33,1",4.78,Light blue,,,,,,,,,,,"283,75",,,,,
6436,156729,"276,25","37,2913888888889",4.66,yellow,,,,,,,,,,,285,,,,,
6445,156897,"281,25","-21,1127777777778",4.38,yellow,,,,,,,,,,,"282,5",,,,,
6446,156928,280,"-12,8466666666667",4.31,yellow,,,,,,,,,,,"286,25",,,,,
6452,157049,280,"18,0569444444444",5,Red,,,,,,,,,,,"291,25",,,,,
6453,157056,"282,5","-24,9994444444444",3.26,Light blue,,,,,,,,,,,"287,5",,,,,
6461,157244,"286,25","-55,5297222222222",2.85,Red,,,,,,,,,,,"291,25",,,,,
6462,157246,"286,25","-56,3775",3.34,yellow,,,,,,,,,,,300,,,,,
6485,157779,"283,75","37,1458333333333",4.52,Light blue,,,,,,,,,,,"292,5",,,,,
6486,157792,"287,5","-24,1752777777778",4.16,yellow,,,,,,,,,,,290,,,,,
6492,157919,"288,75","-29,8669444444444",4.27,yellow,,,,,,,,,,,"301,25",,,,,
6493,157950,"287,5","-5,08666666666667",4.54,yellow,,,,,,,,,,,"296,25",,,,,
6498,157999,"287,5","4,14027777777778",4.31,Red,,,,,,,,,,,"302,5",,,,,
6500,158094,"293,75","-60,6836111111111",3.62,Red,,,,,,,,,,,"301,25",,,,,
6508,158408,"292,5","-37,2958333333333",2.68,Light blue,,,,,,,,,,,"303,75",,,,,
6510,158427,"293,75","-49,8761111111111",2.95,Light blue,,,,,,,,,,,305,,,,,
6519,158643,"293,75","-23,9627777777778",4.81,yellow,,,,,,,,,,,"301,25",,,,,
6526,158899,"292,5","26,1105555555556",4.41,Red,,,,,,,,,,,"306,25",,,,,
6527,158926,"296,25","-37,1036111111111",1.63,Light blue,,,,,,,,,,,"307,5",,,,,
6536,159181,"292,5","52,3013888888889",2.81,Red,,,,,,,,,,,"307,5",,,,,
6537,159217,"298,75","-46,5055555555556",4.59,Light blue,,,,,,,,,,,"312,5",,,,,
6546,159433,300,"-38,6352777777778",4.29,Red,,,,,,,,,,,"313,75",,,,,
6553,159532,"301,25","-42,9977777777778",1.87,yellow,,,,,,,,,,,"311,25",,,,,
6554,159541,295,"55,1841666666667",4.9,yellow,,,,,,,,,,,310,,,,,
6555,159560,295,"55,1727777777778",4.87,yellow,,,,,,,,,,,"256,25",,,,,
6556,159561,"297,5","12,56",2.07,yellow,,,,,,,,,,,"296,25",,,,,
6561,159876,"301,25","-15,3986111111111",3.52,yellow,,,,,,,,,,,255,,,,,
6567,159975,"301,25","-8,11888888888889",4.63,yellow,,,,,,,,,,,260,,,,,
6569,160032,305,"-49,4155555555556",4.77,yellow,,,,,,,,,,,"258,75",,,,,
6580,160578,"307,5","-39,03",2.41,Light blue,,,,,,,,,,,"261,25",,,,,
6581,160613,"306,25","-12,8752777777778",4.24,yellow,,,,,,,,,,,"267,5",,,,,
6582,160635,"311,25","-64,7238888888889",3.62,Red,,,,,,,,,,,270,,,,,
6588,160762,"303,75","46,0063888888889",3.8,Light blue,,,,,,,,,,,265,,,,,
6595,160915,"308,75","-21,6833333333333",4.87,yellow,,,,,,,,,,,"272,5",,,,,
6596,160922,300,"68,7580555555556",4.8,yellow,,,,,,,,,,,"273,75",,,,,
6603,161096,"308,75","4,56722222222222",2.78,Red,,,,,,,,,,,275,,,,,
6615,161471,"313,75","-40,1269444444444",3.03,Red,,,,,,,,,,,"281,25",,,,,
6616,161592,"313,75","-27,8308333333333",4.54,Red,,,,,,,,,,,"273,75",,,,,
6623,161797,"312,5","27,7208333333333",3.42,Red,,,,,,,,,,,"276,25",,,,,
6628,161840,"316,25","-31,7033333333333",4.83,Red,,,,,,,,,,,"276,25",,,,,
6629,161868,"313,75","2,70722222222222",3.75,yellow,,,,,,,,,,,"281,25",,,,,
6630,161892,"316,25","-37,0433333333333",3.21,Red,,,,,,,,,,,280,,,,,
6631,161912,"317,5","-40,0905555555556",4.81,Red,,,,,,,,,,,280,,,,,
6636,162003,"306,25","72,1488888888889",4.58,yellow,,,,,,,,,,,"282,5",,,,,
6675,163145,325,"-44,3422222222222",4.86,Red,,,,,,,,,,,"286,25",,,,,
